customer_id,purchase_date,product_category,product_quantity,purchase_amount,return,customer_name,customer_age,customer_gender,call_category,call_reason,call_date,agent,supervisor,manager,employment_length,csat_score
13701,3/24/2023 15:06,books,1,2090,0,Tyler Miller,52,Female,,,,,,,,
45624,8/8/2023 10:58,electronics,3,1692,0,Teresa Gentry,48,Male,,,,,,,,
15319,8/22/2023 17:17,home,2,5044,0,Jordan Benton,41,Male,,,,,,,,
15116,8/12/2023 7:09,electronics,4,2924,0,Robert Maddox,47,Male,,,,,,,,
17835,4/16/2023 1:35,electronics,5,1517,0,Julie Pierce,34,Male,,,,,,,,
43412,3/9/2023 6:52,home,1,1798,0,Kaitlyn David,50,Male,,,,,,,,
23358,4/23/2023 15:54,home,1,3082,0,Zachary Benton,41,Female,,,,,,,,
11121,2/1/2023 18:48,home,4,525,0,Anthony Mcknight,45,Female,,,,,,,,
25769,8/24/2023 2:03,home,5,3265,0,Kyle Mathis,35,Female,,,,,,,,
9512,1/19/2023 16:46,home,3,5248,0,Aaron Robertson,68,Male,,,,,,,,
26532,4/4/2023 12:05,electronics,4,1878,0,Christopher Morse,40,Male,,,,,,,,
460,2/10/2023 18:37,electronics,2,840,0,Anthony Hunter,19,Female,,,,,,,,
460,3/28/2023 11:56,home,1,3984,0,Anthony Hunter,19,Female,,,,,,,,
460,1/23/2023 7:03,books,2,4950,0,Anthony Hunter,19,Female,,,,,,,,
41911,5/1/2023 16:01,books,3,376,0,Wayne Stafford,68,Male,,,,,,,,
47059,6/9/2023 8:55,electronics,1,408,0,David Merritt,47,Female,,,,,,,,
40313,9/2/2023 12:17,electronics,3,4501,0,Jasmine Porter,20,Male,,,,,,,,
44234,4/22/2023 12:02,electronics,5,3993,0,Antonio Torres,57,Male,,,,,,,,
30912,6/17/2023 5:05,electronics,4,3994,0,Wendy Key,44,Female,,,,,,,,
30912,2/8/2023 12:47,electronics,5,4551,0,Wendy Key,44,Female,,,,,,,,
30912,1/19/2023 10:01,electronics,1,4922,0,Wendy Key,44,Female,,,,,,,,
41004,5/4/2023 15:18,home,2,1567,0,Caitlin Ramirez,26,Female,,,,,,,,
41004,6/23/2023 4:10,books,4,2858,0,Caitlin Ramirez,26,Female,,,,,,,,
9076,7/24/2023 17:12,home,2,4973,0,Louis King,39,Male,,,,,,,,
42043,5/1/2023 18:38,electronics,3,4340,0,Thomas Martin,20,Male,,,,,,,,
47258,2/27/2023 12:46,books,1,939,0,Kimberly Vasquez,24,Male,,,,,,,,
11480,2/23/2023 5:42,home,1,2036,0,Karen Stafford,54,Female,,,,,,,,
7693,7/31/2023 16:13,books,1,4034,0,Edward Walker,22,Male,,,,,,,,
7693,6/30/2023 2:10,home,5,4873,0,Edward Walker,22,Male,,,,,,,,
188,6/21/2023 3:52,books,2,3101,0,Meghan Cole,32,Female,,,,,,,,
188,7/12/2023 4:56,home,4,2489,0,Meghan Cole,32,Female,,,,,,,,
22005,6/6/2023 17:41,electronics,3,688,0,Daniel Francis,25,Female,,,,,,,,
33369,1/26/2023 8:02,electronics,1,1928,0,Michele Kennedy,39,Male,,,,,,,,
17504,2/15/2023 15:31,electronics,5,3110,0,Ryan Williams,64,Male,,,,,,,,
17504,5/5/2023 0:50,books,1,2168,0,Ryan Williams,64,Male,,,,,,,,
47912,7/25/2023 13:01,home,3,796,0,Holly Whitney,28,Male,,,,,,,,
47928,2/1/2023 0:42,home,4,1154,0,Michael Ramirez,54,Female,,,,,,,,
39320,8/26/2023 16:29,electronics,3,1275,0,Peter Chavez,44,Female,,,,,,,,
12443,7/4/2023 11:54,home,2,4611,0,Jessica Harris MD,26,Female,,,,,,,,
42736,8/18/2023 21:17,electronics,4,1838,0,Mr. Robert Benson,50,Male,,,,,,,,
32937,7/4/2023 12:43,books,4,3753,0,Linda Austin,39,Female,,,,,,,,
4053,8/2/2023 19:24,electronics,2,869,0,Sandra Sharp,23,Female,,,,,,,,
16627,4/22/2023 15:37,books,5,3000,0,Dominic Rush,64,Male,,,,,,,,
29660,4/29/2023 2:26,home,4,1856,0,Maria Hernandez,21,Female,,,,,,,,
29660,3/20/2023 16:17,books,4,4881,0,Maria Hernandez,21,Female,,,,,,,,
25189,5/7/2023 11:00,books,1,2375,0,Christopher Evans,26,Male,,,,,,,,
24459,1/29/2023 18:35,home,2,1217,0,Scott Cole,31,Female,,,,,,,,
49192,2/19/2023 8:25,books,3,4475,0,Lisa Torres,52,Female,,,,,,,,
49192,9/8/2023 19:16,books,3,4786,0,Lisa Torres,52,Female,,,,,,,,
12346,8/29/2023 11:39,books,3,1215,0,Alan Taylor,21,Male,,,,,,,,
24398,3/23/2023 17:56,home,5,3194,0,Stacey Pacheco,20,Male,,,,,,,,
32897,8/8/2023 3:05,books,3,4051,0,Vanessa Rodriguez,33,Male,,,,,,,,
27664,7/5/2023 19:48,books,1,612,0,Tony Rodriguez,21,Female,,,,,,,,
46852,4/22/2023 8:44,electronics,4,2718,0,Jessica Cantrell,54,Female,,,,,,,,
41451,1/25/2023 3:53,home,3,200,0,Mia Smith MD,37,Female,,,,,,,,
36658,3/8/2023 17:21,books,1,3808,0,John Johnson,31,Female,,,,,,,,
11616,6/6/2023 21:27,home,2,1080,0,Brenda Parker,46,Male,,,,,,,,
28792,6/17/2023 17:19,books,5,4570,0,Michael Smith,55,Female,,,,,,,,
28792,2/12/2023 11:21,home,4,2937,0,Michael Smith,55,Female,,,,,,,,
13955,7/3/2023 7:51,books,4,605,0,Robert Hopkins,58,Male,,,,,,,,
21675,2/18/2023 20:26,electronics,1,4815,0,Joseph Ramos,35,Female,,,,,,,,
23575,6/15/2023 12:08,electronics,3,3757,0,Andrew Klein,49,Female,,,,,,,,
23575,3/3/2023 18:55,electronics,2,1762,0,Andrew Klein,49,Female,,,,,,,,
16832,3/4/2023 16:27,home,2,1735,0,Aaron Williams,41,Male,,,,,,,,
16832,1/10/2023 2:08,electronics,4,3038,0,Aaron Williams,41,Male,,,,,,,,
40558,8/14/2023 9:16,books,5,978,0,Cindy Morton,36,Female,,,,,,,,
17214,5/24/2023 18:42,home,1,2052,0,Nicholas Ford,61,Male,,,,,,,,
17214,1/30/2023 14:11,home,3,659,0,Nicholas Ford,61,Male,,,,,,,,
26034,4/5/2023 9:19,books,5,696,0,Samantha Soto,30,Male,,,,,,,,
31521,3/14/2023 16:35,electronics,2,2812,0,Jimmy Khan,41,Female,,,,,,,,
31521,6/17/2023 6:19,electronics,2,2624,0,Jimmy Khan,41,Female,,,,,,,,
16086,8/14/2023 10:58,home,1,2944,0,Kevin Armstrong,61,Male,,,,,,,,
9150,2/6/2023 7:00,electronics,3,4243,0,Cameron Miller,66,Male,,,,,,,,
9150,9/10/2023 1:21,books,4,2390,0,Cameron Miller,66,Male,,,,,,,,
14306,3/9/2023 16:16,home,2,3464,0,Amanda Myers,55,Female,,,,,,,,
14306,6/11/2023 15:12,electronics,3,2440,0,Amanda Myers,55,Female,,,,,,,,
14306,3/22/2023 11:36,electronics,3,4159,0,Amanda Myers,55,Female,,,,,,,,
40143,1/28/2023 0:55,home,3,2570,0,Evan Ramirez,20,Female,,,,,,,,
18622,9/5/2023 19:27,books,5,3927,0,Nicholas Hunt,63,Male,,,,,,,,
27823,8/26/2023 4:33,electronics,3,622,0,Edward Wright,22,Female,,,,,,,,
7188,4/27/2023 11:00,electronics,3,4669,0,Eric Harris,54,Male,,,,,,,,
7188,1/10/2023 20:43,home,1,5132,0,Eric Harris,54,Male,,,,,,,,
22649,1/11/2023 14:37,home,4,2305,0,Gloria Bennett,29,Male,,,,,,,,
17248,6/8/2023 22:48,home,1,2369,0,Stephanie Murray,26,Male,,,,,,,,
28334,2/24/2023 0:26,books,3,1361,0,Natalie Wall,64,Male,,,,,,,,
28334,3/9/2023 10:51,electronics,5,991,0,Natalie Wall,64,Male,,,,,,,,
7391,1/28/2023 22:26,home,4,4408,0,Sabrina Martin,47,Male,,,,,,,,
24082,1/15/2023 14:39,books,2,3218,0,Stacey Chambers,61,Male,,,,,,,,
43636,5/27/2023 3:39,home,2,2726,0,Hailey Martin,68,Female,,,,,,,,
10273,5/12/2023 0:15,books,1,4493,0,Eddie Webster,26,Male,,,,,,,,
16503,7/15/2023 11:28,books,5,2293,0,Brian Joyce,21,Female,,,,,,,,
4340,6/13/2023 6:17,electronics,3,4308,0,Dorothy Gomez,60,Male,,,,,,,,
37973,8/5/2023 17:10,books,3,3767,0,Joshua Thompson,33,Male,,,,,,,,
41459,7/6/2023 14:39,books,3,3790,0,Phillip Williams,31,Female,,,,,,,,
18107,2/12/2023 22:13,home,1,707,0,Richard Escobar,47,Male,,,,,,,,
37630,7/23/2023 9:56,books,5,697,0,Miss Rebecca Mejia,20,Female,,,,,,,,
25253,4/25/2023 21:23,books,5,3786,0,Tracy Flores,27,Male,,,,,,,,
25253,5/27/2023 13:36,electronics,5,3525,0,Tracy Flores,27,Male,,,,,,,,
23912,6/22/2023 22:13,books,1,288,0,Sean Aguirre,21,Female,,,,,,,,
20021,4/28/2023 5:04,electronics,4,1483,0,Thomas Lang,28,Female,,,,,,,,
20021,7/13/2023 0:36,home,3,2600,0,Thomas Lang,28,Female,,,,,,,,
42020,5/15/2023 9:38,home,5,3240,0,Brandon Tucker,45,Female,,,,,,,,
36991,4/3/2023 21:41,home,4,5146,0,Amanda Martin,45,Female,,,,,,,,
48989,1/20/2023 2:46,books,3,3111,0,Jacqueline King,46,Male,,,,,,,,
27742,9/11/2023 22:53,electronics,2,2696,0,Melanie Fox,55,Female,,,,,,,,
42370,3/31/2023 9:46,electronics,5,1716,0,Richard Johnson,42,Female,,,,,,,,
8025,5/26/2023 9:40,home,3,1002,0,Jay Evans,24,Female,,,,,,,,
8025,4/5/2023 12:52,books,1,3633,0,Jay Evans,24,Female,,,,,,,,
24729,1/31/2023 17:18,books,4,4762,0,Karen Moore,47,Female,,,,,,,,
28247,2/10/2023 19:16,books,1,4595,0,Mark Rush,70,Male,,,,,,,,
32419,8/2/2023 15:36,electronics,3,2417,0,Kimberly Olson,40,Female,,,,,,,,
32419,4/16/2023 9:00,electronics,5,2452,0,Kimberly Olson,40,Female,,,,,,,,
32419,5/28/2023 1:55,home,5,4425,0,Kimberly Olson,40,Female,,,,,,,,
12392,5/28/2023 8:13,home,1,4941,0,Heather Butler,31,Female,,,,,,,,
12392,5/14/2023 7:54,home,4,5023,0,Heather Butler,31,Female,,,,,,,,
33958,4/26/2023 19:39,electronics,2,1113,0,Abigail Shelton,43,Male,,,,,,,,
33958,9/9/2023 0:56,home,2,1025,0,Abigail Shelton,43,Male,,,,,,,,
35567,5/16/2023 19:57,home,4,1512,0,Heather Harding,29,Male,,,,,,,,
29067,1/15/2023 2:38,electronics,5,2369,0,Michael Young,29,Male,,,,,,,,
47906,5/4/2023 0:25,books,3,3073,0,Lori Gardner,45,Male,,,,,,,,
49105,6/11/2023 8:27,home,1,1090,0,Claudia Hartman,19,Female,,,,,,,,
10519,9/13/2023 1:26,books,5,1739,0,Kyle Walker,22,Female,,,,,,,,
9381,5/9/2023 18:29,home,5,3799,0,Brandon Norman,45,Female,,,,,,,,
9381,7/24/2023 3:14,home,4,534,0,Brandon Norman,45,Female,,,,,,,,
39697,7/29/2023 17:08,books,2,1861,0,Mary Montgomery,41,Female,,,,,,,,
32365,4/15/2023 7:52,electronics,1,4821,0,Donald Horn,66,Female,,,,,,,,
32124,5/30/2023 3:46,books,1,531,0,James Patel,19,Male,,,,,,,,
32124,2/7/2023 12:00,electronics,3,4516,0,James Patel,19,Male,,,,,,,,
32124,5/15/2023 2:09,electronics,5,1644,0,James Patel,19,Male,,,,,,,,
28658,5/6/2023 23:25,home,5,417,0,Vanessa Harper,63,Female,,,,,,,,
28658,5/13/2023 15:07,electronics,3,4193,0,Vanessa Harper,63,Female,,,,,,,,
27084,8/31/2023 1:27,electronics,4,554,0,Ellen Johnson,69,Male,,,,,,,,
27084,3/13/2023 4:30,books,2,2607,0,Ellen Johnson,69,Male,,,,,,,,
31486,2/10/2023 0:34,home,2,4380,0,Laurie Bowman,53,Male,,,,,,,,
28421,3/13/2023 11:41,electronics,5,2008,0,Lee Ramos,31,Male,,,,,,,,
28421,3/6/2023 23:38,books,2,3420,0,Lee Ramos,31,Male,,,,,,,,
14102,8/5/2023 16:34,books,4,3400,0,Marc Edwards,48,Female,,,,,,,,
19822,4/20/2023 16:43,home,2,5221,0,Stacey Church,48,Female,,,,,,,,
22107,1/29/2023 17:21,books,3,1423,0,Ashley Franco,39,Male,,,,,,,,
22107,6/27/2023 6:13,home,5,803,0,Ashley Franco,39,Male,,,,,,,,
22990,4/21/2023 7:02,electronics,2,4903,0,Brandon Hardy,57,Female,,,,,,,,
42893,2/21/2023 9:32,home,1,3646,0,Eric Holland,33,Female,,,,,,,,
42893,5/15/2023 9:45,books,2,2148,0,Eric Holland,33,Female,,,,,,,,
30891,8/4/2023 14:29,books,3,2045,0,Kristina Harris,20,Male,,,,,,,,
30891,3/27/2023 14:57,electronics,5,4806,0,Kristina Harris,20,Male,,,,,,,,
10592,3/25/2023 16:11,books,3,5188,0,Stacey Howell,49,Male,,,,,,,,
49565,5/16/2023 17:47,books,2,2952,0,Abigail Smith,53,Male,,,,,,,,
32740,7/30/2023 5:03,home,3,4596,0,Erin Collins,45,Female,,,,,,,,
22077,9/1/2023 17:39,home,5,452,0,Joel Garcia,69,Male,,,,,,,,
5140,8/16/2023 8:54,books,5,1003,0,James Dawson Jr.,19,Female,,,,,,,,
48251,8/7/2023 22:50,books,4,2239,0,Tim Perez,46,Female,,,,,,,,
3592,5/28/2023 2:21,electronics,5,1550,0,Mr. Richard Willis MD,64,Female,,,,,,,,
33012,3/4/2023 19:26,electronics,4,5211,0,Noah Hernandez,52,Male,,,,,,,,
33012,3/4/2023 15:33,books,4,2133,0,Noah Hernandez,52,Male,,,,,,,,
2853,7/16/2023 7:09,home,3,1839,0,Dr. Nathan Rodriguez,53,Male,,,,,,,,
2453,6/6/2023 14:17,electronics,3,304,0,Michael Miller,32,Female,,,,,,,,
4986,8/22/2023 8:11,home,2,3938,0,Sarah Glenn,63,Male,,,,,,,,
20490,2/4/2023 0:10,books,5,4023,0,Laurie Harrison,18,Male,,,,,,,,
20490,7/9/2023 16:57,electronics,3,381,0,Laurie Harrison,18,Male,,,,,,,,
15236,7/26/2023 9:14,electronics,3,3574,0,Catherine Cole,50,Female,,,,,,,,
8828,4/6/2023 1:54,home,3,454,0,Brenda Fernandez,63,Male,,,,,,,,
8828,1/30/2023 17:46,home,5,3093,0,Brenda Fernandez,63,Male,,,,,,,,
43319,5/19/2023 7:47,electronics,1,5006,0,Kimberly Cox,42,Male,,,,,,,,
37721,8/6/2023 13:34,home,1,4039,0,Alisha Mclean,67,Male,,,,,,,,
2315,9/2/2023 1:13,books,3,362,0,Natalie Brewer,23,Female,,,,,,,,
40921,8/15/2023 9:09,books,2,1589,0,Paul Jones,62,Male,,,,,,,,
39615,1/11/2023 19:48,books,3,3294,0,Curtis Wilcox,37,Male,,,,,,,,
39615,2/14/2023 20:55,home,4,3199,0,Curtis Wilcox,37,Male,,,,,,,,
8225,6/8/2023 7:15,home,3,2651,0,Arthur Love,19,Female,,,,,,,,
44840,8/14/2023 20:57,electronics,2,4401,0,Christopher Owens,31,Male,,,,,,,,
25306,5/12/2023 17:41,books,1,5272,0,Yvonne Russo,57,Female,,,,,,,,
13423,7/3/2023 22:37,electronics,1,1156,0,Gary Sanchez,36,Male,,,,,,,,
42183,2/1/2023 22:54,books,2,3455,0,Nicole Gonzales,48,Female,,,,,,,,
10802,4/6/2023 9:24,books,2,2245,0,Elizabeth Gonzalez,58,Female,,,,,,,,
35966,7/14/2023 11:20,home,2,295,0,Daniel Hubbard,23,Male,,,,,,,,
26884,8/23/2023 17:24,electronics,2,4224,0,Timothy Hernandez,61,Female,,,,,,,,
15924,1/25/2023 15:36,books,2,3459,0,William Doyle,52,Male,,,,,,,,
49849,3/3/2023 5:26,home,4,4255,0,Nicholas Everett,61,Male,,,,,,,,
49849,3/6/2023 15:50,books,2,4991,0,Nicholas Everett,61,Male,,,,,,,,
49849,3/31/2023 19:30,home,4,1259,0,Nicholas Everett,61,Male,,,,,,,,
46629,4/16/2023 18:09,books,5,1633,0,Christine Owens,28,Female,,,,,,,,
24392,6/2/2023 14:43,electronics,3,1024,0,Jacqueline Ramirez,52,Male,,,,,,,,
24392,7/15/2023 12:50,books,5,3690,0,Jacqueline Ramirez,52,Male,,,,,,,,
38185,8/20/2023 0:40,books,1,3302,0,Ian Ross,20,Female,,,,,,,,
29730,7/31/2023 3:26,electronics,5,4961,0,Jennifer Peterson,58,Female,,,,,,,,
4587,3/12/2023 17:18,electronics,5,3296,0,Andrew Gonzalez,66,Female,,,,,,,,
1501,1/21/2023 12:11,electronics,2,3682,0,Monica Mcdonald,21,Male,,,,,,,,
37614,8/13/2023 3:16,books,2,5053,0,Kimberly Nunez,26,Female,,,,,,,,
807,1/13/2023 20:12,home,2,1103,0,Laura Hall,19,Female,,,,,,,,
807,8/20/2023 13:00,books,4,998,0,Laura Hall,19,Female,,,,,,,,
24736,5/11/2023 21:47,books,1,1849,0,Ashley Dickerson,56,Female,,,,,,,,
34785,7/5/2023 22:02,books,1,504,0,Donald Rodriguez,21,Female,,,,,,,,
34371,7/23/2023 14:34,home,4,419,0,Timothy Gregory,65,Male,,,,,,,,
1381,7/12/2023 8:53,electronics,1,1962,0,Aaron Thomas,63,Female,,,,,,,,
26636,8/30/2023 22:59,electronics,1,2139,0,George Silva,35,Female,,,,,,,,
17582,1/21/2023 1:02,electronics,2,3592,0,Shelley Watkins,25,Male,,,,,,,,
36774,9/1/2023 10:08,home,3,4468,0,Robert Schroeder,64,Male,,,,,,,,
22794,5/23/2023 16:14,electronics,1,3591,0,David Stevens,57,Male,,,,,,,,
22794,8/10/2023 3:53,books,5,1169,0,David Stevens,57,Male,,,,,,,,
43297,9/4/2023 7:28,books,2,742,0,Sarah Mccoy,31,Female,,,,,,,,
39348,6/4/2023 1:04,books,3,3835,0,Cynthia Walker,34,Male,,,,,,,,
29109,8/14/2023 16:17,home,1,4054,0,Dr. Cristian Day,47,Male,,,,,,,,
1058,3/11/2023 16:11,electronics,3,1229,0,Eddie Buck,32,Male,,,,,,,,
8467,2/14/2023 23:36,electronics,1,769,0,Diane Atkinson,28,Male,,,,,,,,
4916,4/2/2023 21:57,electronics,1,2663,0,Brent Golden,48,Female,,,,,,,,
15919,7/5/2023 10:15,home,4,3165,0,Matthew Butler,23,Male,,,,,,,,
8446,6/30/2023 11:51,electronics,3,2090,0,Joshua Bell,44,Male,,,,,,,,
26039,8/29/2023 15:47,home,4,723,0,Regina Heath,70,Male,,,,,,,,
26039,7/27/2023 8:09,books,2,372,0,Regina Heath,70,Male,,,,,,,,
40506,3/8/2023 2:37,electronics,3,3712,0,Jennifer Sanders,66,Male,,,,,,,,
40506,7/2/2023 23:24,home,3,4313,0,Jennifer Sanders,66,Male,,,,,,,,
7037,1/13/2023 7:29,electronics,1,2040,0,Amy Kim,68,Male,,,,,,,,
41629,1/9/2023 4:54,electronics,1,4806,0,Joanna Wyatt,56,Female,,,,,,,,
7423,2/8/2023 6:31,books,4,4698,0,Cynthia Miller,34,Male,,,,,,,,
4395,8/28/2023 4:19,electronics,3,3638,0,James Bailey,26,Female,,,,,,,,
4395,7/28/2023 20:35,electronics,3,2130,0,James Bailey,26,Female,,,,,,,,
22178,9/5/2023 8:43,home,2,4627,0,Justin Johnston,21,Female,,,,,,,,
3074,8/13/2023 20:45,books,2,667,0,Elaine Young,42,Male,,,,,,,,
4097,4/17/2023 7:02,electronics,3,3778,0,Crystal Calhoun,58,Female,,,,,,,,
27414,3/25/2023 2:37,home,4,4041,0,Matthew Wilson,63,Male,,,,,,,,
31220,8/16/2023 9:00,electronics,1,1889,0,Paula Buchanan,20,Female,,,,,,,,
32559,4/5/2023 17:25,electronics,3,2115,0,Ashley Soto,24,Male,,,,,,,,
28036,6/30/2023 10:51,home,2,678,0,Jose Brandt,46,Female,,,,,,,,
11351,1/25/2023 16:16,home,4,1924,0,Alan Roth,36,Female,,,,,,,,
48163,2/26/2023 22:22,home,3,2380,0,Brittany Mays,40,Female,,,,,,,,
32642,3/27/2023 17:25,electronics,2,5062,0,Megan Reyes,53,Male,,,,,,,,
5293,3/13/2023 16:25,books,3,4944,0,Kylie Daniel,63,Male,,,,,,,,
36707,8/30/2023 13:32,home,2,741,0,Michelle Clark,64,Male,,,,,,,,
8541,7/24/2023 0:02,books,5,4412,0,Christopher Flores,69,Male,,,,,,,,
8541,2/14/2023 1:42,electronics,3,2378,0,Christopher Flores,69,Male,,,,,,,,
8541,3/6/2023 3:48,electronics,2,4739,0,Christopher Flores,69,Male,,,,,,,,
19620,9/7/2023 3:37,electronics,3,4377,0,Sean Martinez,33,Female,,,,,,,,
19620,6/3/2023 20:40,home,1,1642,0,Sean Martinez,33,Female,,,,,,,,
3881,2/11/2023 21:42,home,3,2830,0,Gabriella Parker,30,Male,,,,,,,,
44133,5/18/2023 14:29,electronics,3,1958,0,Jerry Baker,32,Female,,,,,,,,
15604,7/7/2023 2:29,books,3,690,0,Matthew Turner,22,Male,,,,,,,,
41900,9/9/2023 9:30,home,3,4041,0,Jane Wolfe,24,Female,,,,,,,,
48870,9/1/2023 14:07,home,2,1261,0,Nicolas Johnson,19,Female,,,,,,,,
30765,3/27/2023 0:06,home,2,3870,0,Mrs. Stephanie Green,59,Female,,,,,,,,
37178,8/25/2023 0:52,electronics,1,3001,0,Jade Casey,60,Female,,,,,,,,
37178,3/12/2023 5:13,books,1,4092,0,Jade Casey,60,Female,,,,,,,,
43879,4/25/2023 20:55,electronics,2,1397,0,Wendy Riley,35,Female,,,,,,,,
31429,7/27/2023 1:58,home,5,1626,0,April Long,69,Male,,,,,,,,
43472,9/5/2023 16:22,books,2,1900,0,Daniel Jackson,33,Female,,,,,,,,
45409,5/18/2023 20:27,books,1,659,0,Megan Barrett,35,Male,,,,,,,,
6397,1/26/2023 13:07,books,1,4231,0,Jordan Mcclure,68,Female,,,,,,,,
1171,5/13/2023 0:11,home,3,3508,0,Julie Clarke,69,Female,,,,,,,,
25930,4/1/2023 9:04,books,3,2152,0,Tammy Lester,48,Female,,,,,,,,
45165,5/22/2023 2:12,electronics,1,4280,0,Katherine Lin,23,Female,,,,,,,,
36511,6/3/2023 0:22,books,4,1553,0,Beth Noble,37,Male,,,,,,,,
44472,3/23/2023 12:58,books,1,644,0,Latoya King,62,Female,,,,,,,,
10048,2/6/2023 0:10,home,1,2338,0,Jamie Ortega,27,Female,,,,,,,,
10048,7/9/2023 10:05,home,4,3183,0,Jamie Ortega,27,Female,,,,,,,,
38660,3/31/2023 20:43,books,4,4738,0,Christopher Bentley,29,Male,,,,,,,,
39434,3/29/2023 21:43,electronics,4,4413,0,Frederick Stewart,30,Female,,,,,,,,
23509,6/6/2023 10:10,home,1,3345,0,Jacob Stokes,24,Female,,,,,,,,
9899,7/16/2023 4:54,electronics,2,417,0,Rebecca Lewis,41,Male,,,,,,,,
1904,5/21/2023 7:17,electronics,1,2298,0,Lisa Daniels,37,Male,,,,,,,,
38639,5/29/2023 14:33,books,4,3565,0,Christina Adkins,66,Female,,,,,,,,
40903,3/23/2023 11:27,books,2,1588,0,Shannon Nicholson,48,Male,,,,,,,,
44127,6/30/2023 2:57,books,4,2320,0,Alex Newton,29,Female,,,,,,,,
44127,6/25/2023 3:28,electronics,4,198,0,Alex Newton,29,Female,,,,,,,,
36412,5/19/2023 18:25,electronics,2,2761,0,Andrew Thompson,47,Female,,,,,,,,
30733,7/14/2023 13:04,electronics,2,1140,0,Melanie Green,36,Female,,,,,,,,
7596,4/10/2023 19:32,electronics,3,2475,0,Corey Vargas,37,Male,,,,,,,,
40292,2/3/2023 3:04,books,1,4807,0,Meghan Lambert,43,Female,,,,,,,,
40292,8/13/2023 15:30,home,3,1752,0,Meghan Lambert,43,Female,,,,,,,,
18310,5/4/2023 16:05,electronics,1,2403,0,Patricia Barnett,27,Female,,,,,,,,
7346,6/5/2023 4:59,electronics,3,3027,0,Kimberly Sanders,50,Female,,,,,,,,
7346,5/13/2023 21:16,home,5,4861,0,Kimberly Sanders,50,Female,,,,,,,,
7612,4/1/2023 14:44,books,5,3907,0,Taylor Perez,33,Male,,,,,,,,
7612,5/29/2023 19:07,books,4,1630,0,Taylor Perez,33,Male,,,,,,,,
46668,6/10/2023 13:31,home,3,1276,0,Brandon Lee,31,Female,,,,,,,,
9453,6/20/2023 18:32,electronics,4,276,0,Dustin Martinez,41,Female,,,,,,,,
17627,5/9/2023 15:07,books,1,1176,0,James Dickson,57,Male,,,,,,,,
17627,3/26/2023 17:18,electronics,2,4479,0,James Dickson,57,Male,,,,,,,,
5633,9/8/2023 1:56,home,4,1620,0,Eric Phelps,64,Female,,,,,,,,
39647,3/3/2023 0:30,home,3,2862,0,Susan Tran,55,Male,,,,,,,,
23821,8/13/2023 12:07,books,3,3287,0,Brian Ball,25,Female,,,,,,,,
34094,4/9/2023 20:30,home,4,2193,0,Steven Williams,70,Male,,,,,,,,
8556,2/27/2023 6:20,home,2,456,0,Michelle Marks,46,Female,,,,,,,,
14798,9/13/2023 0:28,electronics,3,3751,0,James Guzman,56,Female,,,,,,,,
46169,5/24/2023 3:28,home,4,3141,0,Hailey Soto,30,Male,,,,,,,,
43074,6/1/2023 12:02,home,5,678,0,Susan Kelley,38,Male,,,,,,,,
35454,1/15/2023 13:47,electronics,2,4839,0,Raymond Jones,18,Male,,,,,,,,
2506,3/18/2023 16:14,books,3,479,0,Anthony Thomas,31,Male,,,,,,,,
47448,7/21/2023 14:55,electronics,3,4151,0,Paul Collins,48,Female,,,,,,,,
24044,9/7/2023 11:21,home,1,4351,0,Matthew Curtis,36,Female,,,,,,,,
44883,1/24/2023 4:21,electronics,3,3265,0,Mr. Mitchell Jordan,37,Female,,,,,,,,
7130,4/29/2023 2:06,home,5,5195,0,Mark Rhodes,52,Male,,,,,,,,
32332,7/17/2023 20:41,home,3,209,0,Larry Ward,19,Female,,,,,,,,
42779,5/16/2023 7:55,electronics,1,4880,0,Ricardo Wilson,22,Male,,,,,,,,
41101,5/7/2023 2:54,home,4,4250,0,Angela Moore,30,Female,,,,,,,,
32161,7/11/2023 16:00,books,4,1017,0,Thomas Davis,55,Male,,,,,,,,
27061,4/8/2023 18:11,books,3,1328,0,Christopher Harris,68,Female,,,,,,,,
35096,4/16/2023 7:07,electronics,1,2748,0,Andrew Martin,37,Female,,,,,,,,
44992,9/2/2023 10:24,home,4,391,0,Zachary Noble,69,Female,,,,,,,,
44992,3/24/2023 1:05,books,1,2771,0,Zachary Noble,69,Female,,,,,,,,
44992,5/12/2023 8:52,books,5,2504,0,Zachary Noble,69,Female,,,,,,,,
44992,1/10/2023 18:07,home,1,2426,0,Zachary Noble,69,Female,,,,,,,,
1803,4/30/2023 18:31,books,3,3650,0,Jeremiah Tate,69,Male,,,,,,,,
20657,8/2/2023 8:00,books,2,1442,0,Jennifer Johnson,23,Female,,,,,,,,
20657,6/7/2023 15:47,electronics,4,2675,0,Jennifer Johnson,23,Female,,,,,,,,
12311,7/31/2023 19:47,electronics,3,4464,0,Brad Williams,63,Female,,,,,,,,
12340,7/14/2023 6:12,books,5,1238,0,Holly Arnold,33,Male,,,,,,,,
26725,6/3/2023 1:24,books,4,3412,0,Kathleen Bradley,68,Female,,,,,,,,
38232,3/2/2023 6:20,electronics,1,3708,0,Maria Barrera,34,Female,,,,,,,,
28405,5/31/2023 18:39,books,3,563,0,Andrew Mcbride,52,Female,,,,,,,,
39199,3/4/2023 22:13,home,1,3578,0,Dustin Jones,69,Female,,,,,,,,
2356,4/10/2023 3:42,home,2,1852,0,Jack Stewart,70,Female,,,,,,,,
